publication,author,date,unit_deny_reason,reason,"note_on_sourcing:_i_got_this_information_through_a_request_to_the_tdcj_public_information_office,_received_10/14/2022.",year,month,day,state_arc
FIGH LIKE A PHYSICIST,"THALKEN, JASON",2017-03-24,PGS 42 & 118 CONTAINS DEFENSIVE TECHNIQUES,PGS 42 & 118 CONTAIN OFF/DEF FIGHTING TECHNIQUES,,2017,3,24,tx
FIGHT CLUB 2 GRAPHIC NOVEL,"PALAHNIUK, CHUCK",2016-09-02,PAGE 115 AND 218SEXUALLY EXPLICIT IMAGES,PG 115 SEXUALLY EXPLICIT IMAGE,,2016,9,2,tx
FIGHT CLUB 3,"PALAHNIUK, CHUCK",2020-06-26,"AGE 222, 228, 238 SEXUALLY EXPLICIT IMAGES","PAGES 222, 228 & 238 SEXUALLY EXPLICIT IMAGES",,2020,6,26,tx
FIGHT TO WIN,"DOUGHERTY, MARTIN",2021-05-21,NTIRE BOOK OFF/DEF FIGHT TECH,ENTIRE BOOK CONTAINS OFFENSIVE/DEFENSIVE FIGHTING TECHNIQUES,,2021,5,21,tx
FIGHTING BACK A BATTERED WOMANS DESPERATE STRUGGLE,"DAVIDSON, ROBERT",2013-02-28,PAGES 27 & 28 RAPE OF A MINOR (AGE ON PAGE 27),PGS 27 & 28 RAPE OF MINOR (AGE PG 27),,2013,2,28,tx
"FIGHTING FIT BOXING WORKOUTS, TECHNIQUES & SPARRIN","WERNER, DOUG",2003-06-27,"PAGES: 152, 153, 157, 160, 161 & 163 FIGHTING TECHNIQUES","PGS 152, 153, 157, 160, 161 & 163 OFF/DEF FIGHTING TECHNIQUES",,2003,6,27,tx
FIGHTING METHOD THE COMPLETE EDITION,"LEE, BRUCE",2009-08-21,NTIRE BOOKS CONTAINS MARTIAL ARTS OFFENSIVE AND DEFENSIVE FIGHTING TE CHNIQUES,ENTIRE BOOK OFFENSIVE AND DEFENSIVE FIGHTING TECHNIQUES,,2009,8,21,tx
"FIGURATIVE ARTIST'S HANDBOOK, THE","ZELLER, ROBERT",2017-12-27,AGE 39 CONTAINS PHOTO OF NUDE CHILD,PG 39 NUDE CHILD,,2017,12,27,tx
FIGURE DRAWING ATELIER,"ARISTIDES, JULIETTE",2020-01-06,"PAGE 20 NUDE CHILD; PAGE 10, 13. 39 & 48 SEXUALLY EXPLICIT IMAGES",PAGE 20 CONTAINS A PHOTO OF A NUDE CHILD,,2020,1,6,tx
FIGURE DRAWING: KEYS TO DRAWING THE HUMAN BODY,"PARRAMON, J.M.",2013-09-11,"GS 18 & 19 SEI OF A MINOR. PGS 15,49,50,66,70,72 SEI",PAGES 18 & 19 NUDE CHILD,,2013,9,11,tx
"FIGURE IN MOTION, THE","EASLEY, THOMAS",2000-03-13,PAGES: 172 & 173 NUDE CHILD,PGS 172 & 173 NUDE CHILD,,2000,3,13,tx
FIGURES FROM LIFE,"JONES, PATRICK",2019-01-15,"PGS 27, 74, 98 & 118 SEXUALLY EXPLICIT IMAGES","PAGES 74, 98 & 118 CONTAIN SEXUALLY EXPLICIT IMAGES",,2019,1,15,tx
FILTH,"WELSH, IRVINE",2019-04-19,PAGES 94 & 95 SEX WITH A MINOR PAGE 87 AGE OF MINOR,PGS 94 & 95 SEX W/MINOR (AGE PG 87),,2019,4,19,tx
FILTHY RICH THE JEFFREY EPSTEIN STORY,"PATTERSON, JAMES",2016-10-14,"PG.25 RAPE OF A MINOR, AGE ON PG.23",PAGE 25 CONTAINS INDECENCY WITH A CHILD,,2016,10,14,tx
FILTHY 2: DOPE BOY,"COOKS, ISIKO",2022-06-08,PG 11 CONTAINS SEX WITH A MINOR,PAGE 11 CONTAINS SEX WITH A MINOR,,2022,6,8,tx
FILTHY: INNOCENCE LOST,"COOKS, ISIKO",2022-06-07,PGS 239 & 311 SEX WITH A MINOR (AGE ON PAGE 234),PAGES 239 & 311 SEX WITH A MINOR; PAGE 234 (AGE),,2022,6,7,tx
FINAL FANTASY ULTIMANIA ARCHIVE V1,NONE,2019-06-19,PGS 117 & 267 SEXUALLY EXPLICIT IMAGES,PGS 117 & 267 SEXUALLY EXPLICIT IMAGES,,2019,6,19,tx
"FINAL KILL, THE","O'BRIEN, MEG",2006-10-12,PAGES: 176 & 177 RAPE,PAGE 176 RAPE,,2006,10,12,tx
FINAL SCREAM,"JACKSON, LISA",2005-11-10,"PAGES: 443, 500 & 502 INC FTR/DTR","PGS 443, 500 & 502 INCEST (FTR/DTR)",,2005,11,10,tx
FINAL SCREAM,"JACKSON, LISA",2018-03-16,PAGES 438-440 CONTAINS INCEST BETWEEN BROTHER/SISTER,PG 440 INCEST BRO/SIS,,2018,3,16,tx
FINDER; ON ONE WING VOL 3,"YAMANE, AYANO",2018-03-13,"AGES 29,30,38,39 AND 40 CONTAIN SEXUALLY EXPLICIT IMAGES","PGS 29, 30, 38, 39 & 40 SEXUALLY EXPLICIT IMAGES",,2018,3,13,tx
FINDER: CAUGHT IN A CAGE VOL 2,"YAMANE, AYANO",2018-03-13,"AGES 26,27,168 AND 169 CONTAIN SEXUALLY EXPLICIT IMAGES","PGS 26, 27, 168 & 169 SEXUALLY EXPLICIT IMAGES",,2018,3,13,tx
FINDER: TARGET IN SIGHT VOL 1,"YAMANE, AYANO",2018-03-13,"AGE 20,23 AND 26 CONTAINS SEXUALLY EXPLICIT IMAGES","PGS 20, 23 & 26 SEXUALLY EXPLICIT IMAGES",,2018,3,13,tx
FINDING ME,"KNIGHT, MICHELLE",2015-12-21,PAGE 84 CONTAINS GRAPHIC DEPICTION OF RAPE,PG 84 RAPE,,2015,12,21,tx
FINDING MY WAY,"HARRIS, LISA",2016-09-14,PAGE 3 SEX WITH MINOR PAGE 7 AGE,PG 3 SEX W/MINOR (AGE PG 7),,2016,9,14,tx
FINDING OUT,"MEEM, DEBORAH T.",2015-03-18,"AGES 238,240,& 245 SEI","PGS 238, 240 & 245 SEXUALLY EXPLICIT IMAGES",,2015,3,18,tx
FINDING TRUE MAGIC,"ELIAS, JACK",2021-02-12,"PAGES 15-25, 51-74, & 75-83 INFORMATION DESIGNED TO ACHIEVE BREAKDOWN OF PRISONS THROUGH OFFENDER DISRUPTIONS","PAGES 15-25, 51-74 & 75-83 MANIPULATION TECHNIQUES",,2021,2,12,tx
FINE PRINT V1,"SEJIC, STJEPAN",2022-01-27,"PAGES 78, 82, 102 SEXUALLY EXPLICIT IMAGES","PAGES 72, 82 & 102 CONTAIN SEXUALLY EXPLICIT IMAGES",,2022,1,27,tx
FIRE IN HIS FINGERTIPS V1,"TANISHI, KAWANO",2021-03-17,PAGES 21-31 SEXUALLY EXPLICIT IMAGES,PAGES 19-21 SEXUALLY EXPLICIT IMAGES,,2021,3,17,tx
FIRE ON THE DARK WATER,"PERRIMAN, WENDY K.",2016-07-08,"GS 11-12, AND PGS 58-59, RAPE","PGS 11, 12, 58 & 59 RAPE",,2016,7,8,tx
FIRE SHUT UP IN MY BONES,"BLOW, CHARLES M.",2017-02-16,PAGE 65 INDECENCY W/CHILD,PG 65 IND W/CHILD,,2017,2,16,tx
FIRE WOMAN,"HOTCHKISS, BILL",2008-12-09,PAGES 9-10 CONTAIN A GRAPHIC DEPICTION OF RAPE.,PGS ( 7 10 RAPE,,2008,12,9,tx
FIREARM AND TOOLMARK EXAMINATION & IDENTIFICATION,"HOUCK, MAX M.",2018-10-22,PAGE 96 SEXUALLY EXPLICIT IMAGES,PG 96 SEXUALLY EPXLICIT IMAGE,,2018,10,22,tx
FIREARMS AN ILLUSTRATED HISTORY,SMITHSONIAN,2019-11-19,PGS 213 & 249 BRK WPN,PAGES 213 & 249 CONTAIN THE BREAKDOWN OF A WEAPON,,2019,11,19,tx
FIREARMS THE ILLUSTRATED COLLECTOR'S PRICE AND,GUN DIGEST,2022-04-15,PG 816 BREAKDOWN OF WEAPON,PAGE 816 CONTAINS THE BREAKDOWN OF A WEAPON,,2022,4,15,tx
FIREBRANDS,"MILLER, RON",2009-11-25,"GS. 18,44,53, & 61 CONTAINS SEXUALLY EXPLICIT IMAGES","PGS 18, 44, 53 & 61 SEXUALLY EXPLICIT IMAGES",,2009,11,25,tx
FIRES OF WINTER,"LINDSEY, JOHANNA",2019-12-12,AGES 117-120 RAPE,PAGES 117 & 118 CONTAIN GRAPHIC DEPICTION OF RAPE,,2019,12,12,tx
FIREWORKS,"THOMAS, ISABEL",2013-12-06,"PAGES 7, 22 & 23 MANUFACTURING EXPLOSIVES",PAGE 13 MANUFACTURING EXPLOSIVES,,2013,12,6,tx
"FIRST BOHEMIANS, THE","GATRELL, VIC",2018-06-05,"PAGES 71,72,131,160,164 AND 219 CONTAIN SEXUALLY EXPLICIT IMAGES","PGS 71, 72, 131, 160, 164 & 219 CONTAIN SEXUALLY EXPLICIT IMAGES",,2018,6,5,tx
"FIRST BOOK OF LUCIFERIAN TAROT, THE","FORD, MICHAEL",2016-01-11,"PAGES 91, 95, 143, 169 & 205 SEXUALLY EXPLICIT IMAGES","PGS 91, 95, 143, 169 & 205 SEXUALLY EXPLICIT IMAGES",,2016,1,11,tx
"FIRST KINGDOM, THE","KATZ, JACK",2016-05-20,"PGS 10,11,12 CONTAIN SEXUALLY EXPLICIT IMAGES","PGS 10, 11 & 12 SEXUALLY EXPLICIT IMAGES",,2016,5,20,tx
FIRST LOVE,"OATES, JOYCE",2005-02-03,PAGE 60 SEX WITH A MINOR; PAGE 41 AGE,PG 60 SEX W/MINOR (AGE PG 41),,2005,2,3,tx
"FIRST LOVE, LAST RITES","MCEWAN, IAN",2007-09-20,PAGES: 42 & 43 INC BRO/SIS,PGS 42 & 43 INCEST (BRO/SIS),,2007,9,20,tx
FIRST OFFENSE: MY CRIME FIVE TRUE CRIME STORIES,EAST OAKLAND TIMES,2019-03-08,PG 49 RAPE,,,2019,3,8,tx
FIRST STEP IN WINEMAKING,"BERRY, C.J.J.",2022-01-07,"PAGES 45, 46, 48, 50, 51 MANUFACTURING WINE","PAGES 45, 46, 48, 50 & 51 CONTAINS THE MANUFACTURE OF ALCOHOL",,2022,1,7,tx
FIRST TIME WITH MY STEPBROTHER,"KITT, SELENA",2020-01-06,ENTIRE BOOK INCEST BRO/SIS,"PAGES 48,49 & 50 CONTAINS GRAPHIC DEPICTION OF INCEST (BRO/SIS)",,2020,1,6,tx
FISH,"PARSELL, T. J.",2007-04-12,PAGE 57 - H/M; PAGE 81- HOW TO MANUFACTURE A BOMB; PAGE 83-HOW TO MAKE AN ALCOHOLIC BEVERAGE.,PAGES: 88 & 87 GRAPHIC DEPICTION OF RAPE,,2007,4,12,tx
"FISHERMEN, THE","OBIOMA, CHIGOZIE",2016-08-18,PAGE 91 CONTAINS RAPE/ INCEST (M/S); PAGE 212 CONTAINS NECROPHILIA,PG 91 INCEST (MO/SON); PG 212 NEC,,2016,8,18,tx
FISHING TEXAS,"ST. CLAIR, BARRY",2015-05-18,"PAGES 25,38,46,49,54,56,65 & 67 MAPS","PGS 25, 41, 46, 49 & 65 MAPS OF TEXAS COULD FACILITATE AN ESCAPE",,2015,5,18,tx
FISHING THE TEXAS COAST,"HOLMES, MIKE",2011-05-23,"REASON A: PGS. 90,93,103,106,109,115, 118- CONTAINS MAPS OF TEXAS WHIC H COULD BE A THREAT TO THE SECURITY TO THE UNIT. (ESCAPE)","PAGES: 90, 93, 103, 106, 109, 115 & 118 MAPS THAT COULD BE USED TO FAC ILITATE AN ESCAPE",,2011,5,23,tx
FITZPATRICK'S COLOR ATLAS AND SYNOPSIS OF,"WOLFF, KLAUS",2017-12-19,"GS 71,81 PHOTOS OF A NUDE CHILD,PGS 438,485,580,602,603 CONTAIN SEI",PGS 71 & 80 NUDE CHILD,,2017,12,19,tx
FIVE NIGHTS IN PARIS,"BAXTER, JOHN",2018-05-03,AGES 183 AND 186 CONTAIN A SEXUAL EXPLICIT IMAGES,PGS 183 & 186 CONTAIN SEXUALLY EXPLICIT IMAGES,,2018,5,3,tx
"FIX 2, THE",K'WAN,2015-01-08,GS 160 & 161 CONTAINS SODOMY AND RAPE.,PG 160 & 161 RAPE,,2015,1,8,tx
"FIX 3, THE",K'WAN,2016-02-23,"PAGES 24,25,27 AND 36-37 RAPE","PGS 24, 25, 27, 36 & 37 RAPE",,2016,2,23,tx
FIX-IT-YOURSELF MANUAL,READER'S DIGEST,2014-07-02,"PAGES 20 - 22 CONTAIN INFORMATION ON HOW TO BREAKDOWN DOORKNOBS, LOC KS & HINGES","PGS 20-22 HOW TO BREAKDOWN DOORNKNOBS, LOCKS & HINGES COULD BE USED TO ESCAPE",,2014,7,2,tx
FIXING MCMAP BOOK ONE,"CASE, AL",2019-08-06,ENTIRE BOOK OFF/DEF FIGHTING TECHNIQUES,ENTIRE BOOK CONTAINS MARTIAL ARTS FIGHTING TECHNIQUES,,2019,8,6,tx
FIXING MCMAP BOOK TWO,"CASE, AL",2019-08-06,ENTIRE BOOK OFF/DEF FIGHTING TECHNIQUES,ENTIRE BOOK CONTAINS MARTIAL ARTS FIGHTING TECHNIQUES,,2019,8,6,tx
FLAME OF RECCA 11,"ANZAI, NOBUYUKI",2015-02-05,PAGES 116 & 118 SEXUALLY EXPLICIT IMAGES,PGS 116 & 118 SEXUALLY EXPLICIT IMAGES,,2015,2,5,tx
FLAME OF RECCA 24,"ANZAI, NOBUYUKI",2015-02-04,PAGES 46 48 & 49 SEXUALL EXPLICIT IMAGES,"PGS 46, 48 & 49 SEXUALLY EXPLICIT IMAGES",,2015,2,4,tx
FLAME OF RECCA 3,"ANZAI, NOBUYUKI",2015-02-05,PAGE 157 SEXUALLY EXPLICIT IMAGES,PG 157 SEXUALLY EXPLICIT IMAGES,,2015,2,5,tx
FLAME OF RECCA 4,"ANZAI, NOBUYUKI",2015-02-05,PAGES 62 68 69 SEXUALLY EXPLICIT IMAGES,"PGS 62, 68 & 69 SEXUALLY EXPLICIT IMAGES",,2015,2,5,tx
FLAME OF RECCA 8,"ANZAI, NOBUYUKI",2015-02-05,PAGES 54 & 58 SEXUALLY EXPLICIT IMAGES,PGS 54 & 58 SEXUALLY EXPLICIT IMAGES,,2015,2,5,tx
"FLAMINGO'S SMILE, THE","GOULD, STEPHEN",2019-05-20,PAGE 67 NUDE CHILD,PAGE 67 CONTAINS A PHOTO OF A NUDE CHILD,,2019,5,20,tx
FLASHMAN,"FRASER, GEORGE",2020-06-24,RONT COVER SEXUALLY EXPLICIT IMAGES,FRONT COVER SEXUALLY EXPLICIT IMAGE,,2020,6,24,tx
FLEDGLING,"BUTLER, OCTAVIA",2008-10-20,PAGE 28 SEX WITH A MINOR AGE ON PAGE 27,PG 28 SEX W/MINOR (AGE PG 27),,2008,10,20,tx
FLEETWOOD MAC: THE DEFINITIVE HISTORY,"EVANS, MIKE",2012-12-17,PAGE 57 CONTAINS SEXUALLY EXPLICIT IMAGE,PG 57 SEXUALLY EXPLICIT IMAGE,,2012,12,17,tx
FLESH AND BLOOD,"TANNAHILL, REAY",2014-01-31,AGE 87 SEXUALLY EXPLICIT,PG. 6 OF 1ST PHOTO INSERT SECTION CONTAINS A SEXUALLY EXPLICIT IMAGE,,2014,1,31,tx
"FLESH CARTEL, THE","HAIMOWITZ, RACHEL",2015-07-17,"AGES 14,15,17,18,19,23,25, AND 27 CONTAIN RAPE","PGS 14, 15, 17, 18, 19, 23, 25 & 27 RAPE",,2015,7,17,tx
FLESH LIFE: SEX IN MEXICO CITY,"RODRIGUEZ, JOSEPH",2009-11-17,"AGES 38,42,48,49,51,64,80 AND 81 CONTAIN SEXUALLY EXPLICIT IMAGES.",PAGES: 48 & 52 SEI,,2009,11,17,tx
FLESH WOUNDS,"COCHRANE, MICK",2001-10-30,PAGES: 30 & 31 INC FTR/DTR,PGS 30 & 31 INCEST (FTR/DTR),,2001,10,30,tx
FLEXIN' & SEXIN' SEXY STREET TALES 2,"GRAY, ERICK S.",2010-06-10,"PAGES 3, 6 & 15 RAPE PAGE 34 BST","PGS 3, 6 & 15 RAPE; 34 BST",,2010,6,10,tx
FLINCH: BOOK 1 THE VERTIGO HORROR ANTHOLOGY,"AZZARELLO, BRIAN",2018-02-20,"PAGES 19,67,68,69 CONTAIN SEXUALLY EXPLICIT IMAGES","PGS 19, 67, 68 & 69 SEXUALLY EXPLICIT IMAGES",,2018,2,20,tx
FLINT N1 CHOOSING SIDES,"HERNANDEZ, TREASURE",2018-01-10,"PAGE 30 AGE/PAGES 33,34,AND 35 CONTAIN RAPE OF A MINOR","PGS 33, 34 & 35 RAPE OF MINOR (AGE PG 30)",,2018,1,10,tx
"FLINTLOCK MUSKET, THE","REID, STUART",2018-01-05,PGS. 13 AND 15 CONTAIN THE BREAKDOWN OF A WEAPON,PGS 13 & 15 BRK WPN,,2018,1,5,tx
"FLINTLOCK, THE","LENK, TORSTEN",2011-07-18,AGES 5-9 BREAKDOWN OF A WEAPON,PAGES: 5-9 BRK WPN,,2011,7,18,tx
FLIPPING NUMBERS 2,"MORRIS, ERNEST",2015-09-24,"AGES 150 ,151 , 152 , 153 & 154 CONTAINS INFORMATION ON RAPE",PG 152 CONTAINS DEPICTION OF RAPE,,2015,9,24,tx
FLIRT: THE ART OF NAUGHTY V1,"CARTAGENA, CARLOS",2019-04-23,"PGS 1, 3, 4, 6, 11, 13-23 SEXUALLY EXPLICIT IMAGES","PGS 4, 7 & 10 SEXUALLY EXPLICIT IMAGES",,2019,4,23,tx
FLIRTS OF THE FIFTIES,"YEAGER, BUNNY",2022-04-21,"PAGES 13, 22, 34 SEXUALLY EXPLICIT IMAGES","PAGES 13, 22 & 34 CONTAIN SEXUALLY EXPLICIT IMAGES",,2022,4,21,tx
FLOOD A NOVEL IN PICTURES,"DROOKER, ERIC",2005-08-09,"REASON F PAGES: 10, 41 & 43 SEX EXP IMG","PGS 10, 41 & 43 SEI",,2005,8,9,tx
FLOR GARDUNO INNER LIGHT STILL LIFES AND NUDES,"GARDUNO, FLOR",2004-09-09,PAGE: 11 PHOTO OF A NUDE CHILD,PG 11 NUDE CHILD,,2004,9,9,tx
"FLORENCE, THE PAINTINGS & FRESCOES","KING, ROSS",2020-11-16,PAGES 216 & 230 NUDE CHILD,PAGES 216 & 260 NUDE CHILD,,2020,11,16,tx
FLORES EN EL ATICO,"ANDREWS, V.C.",1996-06-06,PGS 407 & 408 INC BRO/SIS,PGS 407 & 408 INC BRO/SIS,,1996,6,6,tx
FLOSS,"JONES, MONICA",2011-06-28,PAGES 119-122 & 150-151 RAPE,PAGES: 119 & 120 RAPE,,2011,6,28,tx
FLOWER'S BED,"THOMAS, ANTOINE",2007-04-03,PAGE: 6 SEX MNR AGE PG. 1,PG 6 SEX W/MINOR (AGE PG 1),,2007,4,3,tx
FLOWERS IN THE ATTIC,"ANDREWS, V.C.",2016-01-21,PAGE 230 INCEST BROTHER/SISTER,PG 230 INCEST (BRO/SIS),,2016,1,21,tx
FLOWERS IN THE ATTIC,"ANDREWS, V.C.",2010-04-05,PG 262 INC BRO/SIS,PAGE: 262 INC BRO/SIS,,2010,4,5,tx
FLY FISHING THE SAM,"MCCONNELL, ROBERT",2022-08-30,"AGES 10, 27, 28 & 29 DETAILED MAPS OF SAM HOUSTON NATIONAL FOREST IN TEXAS","PAGES 10, 27, 28 & 29 CONTAIN MAPS WHICH COULD FACILITATE AN ESCAPE",,2022,8,30,tx
FLYING FREE,"HAMM, CHRISTINE",2017-03-31,PGS 34-35 RAPE,PGS 34 & 35 RAPE,,2017,3,31,tx
FLYING SPARKS,"LARSON, ODETTE",2009-09-11,AGES 28-32 SEX WITH A MINOR,PAGES 28 - 30 SEX WITH A MINOR,,2009,9,11,tx
"FOA, FIGHTING OF ALLAH, THE","ALLAH, KHASHON",2021-06-25,"PAGES 109, 161, 241, 242, 259 OFFENSIVE/DEFENSIVE FIGHTING TECHNIQUES","PAGES 109, 161, 241, 242, 259 OFFENSIVE/DEFENSIVE FIGHT TECHNIQUES",,2021,6,25,tx
"FOLD, THE","STYLES, T.",2018-08-30,PAGES 93 & 94 RAPE,PAGES 93 & 94 CONTAIN RAPE OF A MINOR,,2018,8,30,tx
FOLLOW ME JOURNEY INTO THE SUDAN,"FIGLIOLI, CAROLYN",2018-04-06,PAGE 90 NUDE CHILD,PG 90 CONTAINS IMAGE OF NUDE CHILD,,2018,4,6,tx
FOLLOWING THE EAGLE,"JENKINS, PAULIE",2009-02-24,PAGE 121 CONTAINS GRAPHIC DEPICTION OF RAPE,PG 121 RAPE,,2009,2,24,tx
FOLSOM'S 93,"MOORE, APRIL",2014-03-28,PAGE 55 CONTAINS RACIAL MATERIAL; PAGE 82 CONTAINS MORSE CODE MATERI AL TO FORMULATE ESCAPE ATTEMPT,PG 82 MORSE CODE,,2014,3,28,tx
"FOOL, STOP TRIPPIN'","MCKINNEY, TINA BROOKS",2008-05-14,PAGES: 203 & 204 RAPE,PGS 203 & 204 RAPE,,2008,5,14,tx
FOOT: A PLAYFUL BIOGRAPHY,"VANDERLINDEN, KATHY",2012-07-26,PAGE: 19 CONTAIN SEXUALLY EXPLICIT IMAGES,PG 19 SEXUALLY EXPLICIT IMAGES,,2012,7,26,tx
FOOTSTEPS IN THE SNOW,"LACHMAN, CHARLES",2014-12-19,PG 111-112 RAPE OF A CHILD (AGE ON PG 111),PGS 111 & 112 RAPE OF CHILD (AGE PG 111),,2014,12,19,tx
FOOTWORK WINS FIGHTS,"CHRISTIAN, DAVID",2019-06-07,NTIRE BOOK OFFENSIVE/DEFENSIVE FIGHTING TECHNIQUES,ENTIRE BOOK CONTAINS OFF/DEF FIGHTING TECHNIQUES,,2019,6,7,tx
FOR A LOVE OF HIS PEOPLE,"MITHLO, NANCY",2020-09-22,PAGE 124 NUDE CHILD,PAGE 124 NUDE CHILD,,2020,9,22,tx
FOR THE BOYS,"PHILLIPS, JOE",2007-07-03,REASON F,"PGS 28, 53 & 54 SEI",,2007,7,3,tx
FOR THE BOYS RACY PIN UPS OF WORLD WAR II,"COLLINS, MAX",2005-08-09,"PAGES 33, 42, 50, 51 & 66 SEXUALLY EXPLICIT IMAGES","PGS 33, 42, 50, 51 & 66 SEI",,2005,8,9,tx
FOR THE LOVE OF A BOSS,"BLUE, C.D.",2021-11-01,"PAGES 66, 67 RAPE",PAGES 66 & 67 CONTAIN GRAPHIC DEPICTION OF RAPE,,2021,11,1,tx
FOR THE LOVE OF THE HUSTLE,"HOWARD, SHAUNTA'E",2014-10-07,PAGE 5 INDECENCY WITH A CHILD; PAGE 7 INCEST RAPE,PG 5 IND W/CHILD,,2014,10,7,tx
FORBIDDEN AFFAIR,"CLAYTON, DEBRA",2007-04-13,PAGES: 100 & 101 RAPE,PGS 100 & 101 RAPE,,2007,4,13,tx
FORBIDDEN ART THE WORLD OF EROTICA,MISS NAOMI,2022-04-22,PAGES 20-24 SEXUALLY EXPLICIT IMAGES,"PAGES 22, 23 & 24 CONTAIN SEXUALLY EXPLICIT IMAGES",,2022,4,22,tx
FORBIDDEN FLOWERS,"FRIDAY, NANCY",2019-05-16,PG 24 INC (BRO/SIS) 25 INC (UNC/NCE),PG 24 INC (BRO/SIS) 25 INC (UNC/NCE),,2019,5,16,tx
FORBIDDEN FRUIT A NEW SEED,"MICHELLE, NIKA",2017-05-31,PGS. 74 AND 75 RAPE OF A MINOR AGE ON PG 74,PAGES 74 & 75 CHILD MOLESTATION,,2017,5,31,tx
FORBIDDEN KNOWLEDGE SEX,"BAILEY, CLARE",2015-04-13,AGES 94 & 95 CONTAINS SEXUALLY EXPLICIT IMAGES,PGS 94 & 95 SEXUALLY EXPLICIT IMAGES,,2015,4,13,tx
FORBIDDEN KNOWLEDGE 101 THINGS NO ONE SHOULD KNOW,"BROOKS, OWEN",2021-02-11,AGES 78-79 CRIMINAL ACTIVITY,PAGES 78 & 79 CRIMINAL ACTIVITY,,2021,2,11,tx
FORBIDDEN KNOWLEDGE 101 THINGS NOT EVERYONE SHOULD,"POWELL, MICHAEL",2021-07-13,PAGES 165-166 COULD FACILITATE AN ESCAPE,PAGES 165-166 COULD FACILITATE AN ESCAPE,,2021,7,13,tx
FORBIDDEN ZONE (RED SHOE DIARIES),"KING, ZALMAN",2008-01-31,PAGES: 49-51 SEX MNR (AGE PG 48),PGS 49-51 SEX W/MINOR (AGE PG 48),,2008,1,31,tx
FORCED SUBMISSION,"RILEY, ALEXA",2019-03-07,PGS 10-12 RAPE,PGS 10-12 RAPE,,2019,3,7,tx
FORCED TABOO,"DOMINATE, JESSICA",2021-01-06,PAGES 61 & 86 INCEST MOTHER & SON,PAGE 86 INCEST BETWEEN MOTHER AND SON. RELATIONSHIP PAGE 61,,2021,1,6,tx
FORCIBLE CONFINEMENT,"MARLOWE, JOHN",2016-04-26,"AGE 6,& 32 CONTAINS RAPE. PAGES 44-50 AND 112 CONTAINS RAPE OF A MINO R. PAGE 110 CONTAINS NECROPHILLA.",PG 49 RAPE,,2016,4,26,tx
"FOREIGN BODY, THE","DEL GAIZO, ANDREW",2021-07-26,PAGES 93 & 94 HOW TO CONCEAL DRUGS IN YOUR BODY,PAGE 94 CONCEALMENT OF DRUGS,,2021,7,26,tx
FOREVER,"FOX, SAMANTHA",2020-09-14,AGE 4 SEXUALLY EXPLICIT IMAGES,PAGE 4 SEXUALLY EXPLICIT IMAGE,,2020,9,14,tx
FOREVER QUEEN,"HOLLICK, HELEN",2011-08-01,PAGE 24 SEX WITH A MINOR AGE ON PAGE 3,PAGE: 24 SEX MNR PAGE: 3 AGE,,2011,8,1,tx
FOREVER: THE NEW TATTOO,NONE,2016-02-12,"AGES 2, 154 & 193 CONTAINS SEXUALLY EXPLICIT IMAGES","PGS 2, 154 & 193 SEXUALLY EXPLICIT IMAGES",,2016,2,12,tx
FORGETTING ELENA,"WHITE, EDMUND",2006-11-30,PAGE: 148 IND CHL,PG 148 IND W/CHILD,,2006,11,30,tx
"FORGIVE ME, FATHER","GLATT, JOHN",2009-06-11,"G. 39 - RAPE OF A CHILD, PG. 37 - GIVES CHILD'S AGE AS 11, PG. 51 - RAPE",PG 39 RAPE OF CHILD (AGE PG 37); PG 51 RAPE,,2009,6,11,tx
FORGOTTEN BURIAL,"FOSTER, JODI",2019-06-12,PGS 71 & 72 NEC,PGS 71 & 72 NEC,,2019,6,12,tx
"FORGOTTEN GIRLS, THE","BLAEDEL, SARA",2017-03-01,PAGES 189-191 CONTAIN RAPE,PGS 189-191 RAPE,,2017,3,1,tx
FORGOTTEN PEOPLES OF THE ANCIENT WORLD,"MATYSZAK, PHILIP",2021-06-10,PAGE 90 SEXUALLY EXPLICIT IMAGES,PAGE 255 NUDE CHILD,,2021,6,10,tx
"FORGOTTEN PLANET, THE","SERPIERI, PAOLO",2002-03-04,"PAGES: 25, 39 & 40 BST","PGS 25, 39 & 40 BST",,2002,3,4,tx
FORMING THE EARLY DAYS OF L.A. PUNK,"BESSY, CLAUDE",2021-07-22,PAGE 37 & 72 SEXUALLY EXPLICIT IMAGES,PAGES 37 & 72 CONTAIN SEXUALLY EXPLICIT IMAGES,,2021,7,22,tx
FORTH INTO LIGHT,"MERRICK, GORDON",2010-07-08,"GS. 96-97, 165-167, 196-201 CONTAIN SEX WITH MINOR (AGE PG. 82)","PAGES: 96-97, 165-167, 196-201 SEX MNR",,2010,7,8,tx
"FORTUNE TELLING DIRECTORY, THE","BARTLETT, SARAH",2021-09-28,"PAGES 25, 28, 34, 38, 39 SEXUALLY EXPLICIT IMAGE","PAGES 25, 28, 34, 38 & 39 CONTAIN SEXUALLY EXPLICIT IMAGES",,2021,9,28,tx
FORTUNE'S ROCKS,"SHREVE, ANITA",2005-05-16,PAGE: 135 SEX MNR (AGE ON PAGE 4),PG 135 SEX W/MINOR (AGE PG 4),,2005,5,16,tx
